Degray Reservoir Calibration Data
Param#                            2
Br	RM	JDay	Depth	Temp
			(m)	Deg C
1	150.0	245.5	35.0	8.4
1	150.0	245.5	36.0	8.4
1	150.0	245.5	37.0	8.4
1	150.0	245.5	38.0	8.4
1	150.0	245.5	39.0	8.3
1	150.0	245.5	40.0	8.3
1	150.0	245.5	41.0	8.3
1	150.0	245.5	42.0	8.3
1	150.0	245.5	43.0	8.3
1	150.0	245.5	44.0	8.3
1	150.0	245.5	45.0	8.3
1	150.0	245.5	46.0	8.2
1	150.0	259.5	0.0	30.1
1	150.0	259.5	1.0	30.1
1	150.0	259.5	2.0	30.1
1	150.0	259.5	3.0	30.1
1	150.0	259.5	4.0	29.9
1	150.0	259.5	5.0	29.7
1	150.0	259.5	6.0	29.6
1	150.0	259.5	7.0	29.2
1	150.0	259.5	8.0	28.5
1	150.0	259.5	9.0	23.3
1	150.0	259.5	10.0	17.8
1	150.0	259.5	11.0	16.1
1	150.0	259.5	12.0	15.4
1	150.0	259.5	13.0	14.0
1	150.0	259.5	14.0	13.5
1	150.0	259.5	15.0	12.8
1	150.0	259.5	16.0	11.8
1	150.0	259.5	17.0	11.0
1	150.0	259.5	18.0	10.7
1	150.0	259.5	19.0	10.1
1	150.0	259.5	20.0	9.9
1	150.0	259.5	21.0	9.5
1	150.0	259.5	22.0	9.3
1	150.0	259.5	23.0	9.1
1	150.0	259.5	24.0	9.0
1	150.0	259.5	25.0	8.8
1	150.0	259.5	26.0	8.7
1	150.0	259.5	27.0	8.7
1	150.0	259.5	28.0	8.6
1	150.0	259.5	29.0	8.5
1	150.0	259.5	30.0	8.5
1	150.0	259.5	31.0	8.4
1	150.0	259.5	32.0	8.4
1	150.0	259.5	33.0	8.3
1	150.0	259.5	34.0	8.3
1	150.0	259.5	35.0	8.3
1	150.0	259.5	36.0	8.3
1	150.0	259.5	37.0	8.3
1	150.0	259.5	38.0	8.3
1	150.0	259.5	39.0	8.3
1	150.0	259.5	40.0	8.3
1	150.0	259.5	41.0	8.3
1	150.0	259.5	42.0	8.3
1	150.0	259.5	43.0	8.2
1	150.0	259.5	44.0	8.3
1	150.0	259.5	45.0	8.2
1	150.0	273.5	0.0	24.1
1	150.0	273.5	1.0	23.9
1	150.0	273.5	2.0	23.8
1	150.0	273.5	3.0	23.6
1	150.0	273.5	4.0	23.5
1	150.0	273.5	5.0	23.4
1	150.0	273.5	6.0	23.4
1	150.0	273.5	7.0	23.4
1	150.0	273.5	8.0	23.4
1	150.0	273.5	9.0	23.4
1	150.0	273.5	10.0	23.4
1	150.0	273.5	11.0	18.3
1	150.0	273.5	12.0	16.6
1	150.0	273.5	13.0	15.0
1	150.0	273.5	14.0	14.0
1	150.0	273.5	15.0	13.1
1	150.0	273.5	16.0	12.9
1	150.0	273.5	17.0	11.6
1	150.0	273.5	18.0	11.1
1	150.0	273.5	19.0	10.6
1	150.0	273.5	20.0	10.2
1	150.0	273.5	21.0	9.7
1	150.0	273.5	22.0	9.4
1	150.0	273.5	23.0	9.1
1	150.0	273.5	24.0	9.0
1	150.0	273.5	25.0	8.8
1	150.0	273.5	26.0	8.7
1	150.0	273.5	27.0	8.6
1	150.0	273.5	28.0	8.5
1	150.0	273.5	29.0	8.5
1	150.0	273.5	30.0	8.4
1	150.0	273.5	31.0	8.3
1	150.0	273.5	32.0	8.3
1	150.0	273.5	33.0	8.3
1	150.0	273.5	34.0	8.3
1	150.0	273.5	35.0	8.2
1	150.0	273.5	36.0	8.2
1	150.0	273.5	37.0	8.2
1	150.0	273.5	38.0	8.2
1	150.0	273.5	39.0	8.2
1	150.0	273.5	40.0	8.2
1	150.0	273.5	41.0	8.2
1	150.0	273.5	42.0	8.2
1	150.0	273.5	43.0	8.2
1	150.0	273.5	44.0	8.2
1	150.0	273.5	45.0	8.2
1	150.0	287.5	0.0	22.3
1	150.0	287.5	1.0	22.2
1	150.0	287.5	2.0	22.0
1	150.0	287.5	3.0	21.9
1	150.0	287.5	4.0	21.9
1	150.0	287.5	5.0	21.8
1	150.0	287.5	6.0	21.8
1	150.0	287.5	7.0	21.8
1	150.0	287.5	8.0	21.7
1	150.0	287.5	9.0	21.7
1	150.0	287.5	10.0	21.7
1	150.0	287.5	11.0	19.2
1	150.0	287.5	12.0	16.6
1	150.0	287.5	13.0	14.8
1	150.0	287.5	14.0	13.8
1	150.0	287.5	15.0	12.9
1	150.0	287.5	16.0	12.2
1	150.0	287.5	17.0	11.5
1	150.0	287.5	18.0	11.0
1	150.0	287.5	19.0	10.4
1	150.0	287.5	20.0	10.0
1	150.0	287.5	21.0	9.7
1	150.0	287.5	22.0	9.4
1	150.0	287.5	23.0	9.1
1	150.0	287.5	24.0	9.0
1	150.0	287.5	25.0	8.9
1	150.0	287.5	26.0	8.7
1	150.0	287.5	27.0	8.6
1	150.0	287.5	28.0	8.6
1	150.0	287.5	29.0	8.4
1	150.0	287.5	30.0	8.4
1	150.0	287.5	31.0	8.4
1	150.0	287.5	32.0	8.3
1	150.0	287.5	33.0	8.3
1	150.0	287.5	34.0	8.3
1	150.0	287.5	35.0	8.3
1	150.0	287.5	36.0	8.2
1	150.0	287.5	37.0	8.2
1	150.0	287.5	38.0	8.2
1	150.0	287.5	39.0	8.2
1	150.0	287.5	40.0	8.2
1	150.0	287.5	41.0	8.2
1	150.0	287.5	42.0	8.2
1	150.0	287.5	43.0	8.2
1	150.0	287.5	44.0	8.2
1	150.0	287.5	45.0	8.2
1	150.0	287.5	46.0	8.2
1	150.0	301.5	0.0	19.2
1	150.0	301.5	1.0	19.2
1	150.0	301.5	2.0	19.2
1	150.0	301.5	3.0	19.2
1	150.0	301.5	4.0	19.2
1	150.0	301.5	5.0	19.2
1	150.0	301.5	6.0	19.2
1	150.0	301.5	7.0	19.2
1	150.0	301.5	8.0	19.2
1	150.0	301.5	9.0	19.2
1	150.0	301.5	10.0	19.2
1	150.0	301.5	11.0	19.2
1	150.0	301.5	12.0	19.2
1	150.0	301.5	13.0	19.2
1	150.0	301.5	14.0	16.8
1	150.0	301.5	15.0	14.6
1	150.0	301.5	16.0	14.5
1	150.0	301.5	17.0	12.6
1	150.0	301.5	18.0	11.5
1	150.0	301.5	19.0	11.2
1	150.0	301.5	20.0	10.7
1	150.0	301.5	21.0	9.9
1	150.0	301.5	22.0	9.6
1	150.0	301.5	23.0	9.5
1	150.0	301.5	24.0	9.4
1	150.0	301.5	25.0	9.1
1	150.0	301.5	26.0	9.0
1	150.0	301.5	27.0	8.7
1	150.0	301.5	28.0	8.6
1	150.0	301.5	29.0	8.5
1	150.0	301.5	30.0	8.5
1	150.0	301.5	31.0	8.5
1	150.0	301.5	32.0	8.4
1	150.0	301.5	33.0	8.4
1	150.0	301.5	34.0	8.4
1	150.0	301.5	35.0	8.3
1	150.0	301.5	36.0	8.3
1	150.0	301.5	37.0	8.3
1	150.0	301.5	38.0	8.3
1	150.0	301.5	39.0	8.3
1	150.0	301.5	40.0	8.3
1	150.0	301.5	41.0	8.3
1	150.0	301.5	42.0	8.3
1	150.0	301.5	43.0	8.3
1	150.0	301.5	44.0	8.3
1	150.0	315.5	0.0	18.6
1	150.0	315.5	1.0	18.6
1	150.0	315.5	2.0	18.5
1	150.0	315.5	3.0	18.3
1	150.0	315.5	4.0	18.3
1	150.0	315.5	5.0	18.3
1	150.0	315.5	6.0	18.2
1	150.0	315.5	7.0	18.1
1	150.0	315.5	8.0	18.1
1	150.0	315.5	9.0	18.0
1	150.0	315.5	10.0	18.0
1	150.0	315.5	11.0	17.9
1	150.0	315.5	12.0	17.8
1	150.0	315.5	13.0	16.3
1	150.0	315.5	14.0	14.4
1	150.0	315.5	15.0	13.1
1	150.0	315.5	16.0	12.3
1	150.0	315.5	17.0	11.8
1	150.0	315.5	18.0	11.1
1	150.0	315.5	19.0	10.6
1	150.0	315.5	20.0	10.3
1	150.0	315.5	21.0	9.9
1	150.0	315.5	22.0	9.5
1	150.0	315.5	23.0	9.3
1	150.0	315.5	24.0	9.1
1	150.0	315.5	25.0	9.0
1	150.0	315.5	26.0	9.0
1	150.0	315.5	27.0	8.9
1	150.0	315.5	28.0	8.7
1	150.0	315.5	29.0	8.7
1	150.0	315.5	30.0	8.6
1	150.0	315.5	31.0	8.6
1	150.0	315.5	32.0	8.5
1	150.0	315.5	33.0	8.5
1	150.0	315.5	34.0	8.5
1	150.0	315.5	35.0	8.4
1	150.0	315.5	36.0	8.4
1	150.0	315.5	37.0	8.4
1	150.0	315.5	38.0	8.4
1	150.0	315.5	39.0	8.4
1	150.0	315.5	40.0	8.4
1	150.0	315.5	41.0	8.4
1	150.0	315.5	42.0	8.4
1	150.0	315.5	43.0	8.4
1	150.0	315.5	44.0	8.3
1	150.0	315.5	45.0	8.4
1	150.0	315.5	46.0	8.4
1	150.0	315.5	47.0	8.4
1	150.0	329.5	0.0	14.4
1	150.0	329.5	1.0	14.4
1	150.0	329.5	2.0	14.4
1	150.0	329.5	3.0	14.4
1	150.0	329.5	4.0	14.4
1	150.0	329.5	5.0	14.4
1	150.0	329.5	6.0	14.4
1	150.0	329.5	7.0	14.4
1	150.0	329.5	8.0	14.4
1	150.0	329.5	9.0	14.4
1	150.0	329.5	10.0	14.4
1	150.0	329.5	11.0	14.4
1	150.0	329.5	12.0	14.4
1	150.0	329.5	13.0	14.4
1	150.0	329.5	14.0	14.4
1	150.0	329.5	15.0	14.4
1	150.0	329.5	16.0	14.4
1	150.0	329.5	17.0	14.3
1	150.0	329.5	18.0	12.2
1	150.0	329.5	19.0	11.0
1	150.0	329.5	20.0	10.7
1	150.0	329.5	21.0	10.3
1	150.0	329.5	22.0	10.1
1	150.0	329.5	23.0	9.7
1	150.0	329.5	24.0	9.5
1	150.0	329.5	25.0	9.1
1	150.0	329.5	26.0	9.1
1	150.0	329.5	27.0	8.9
1	150.0	329.5	28.0	8.8
1	150.0	329.5	29.0	8.6
1	150.0	329.5	30.0	8.6
1	150.0	329.5	31.0	8.6
1	150.0	329.5	32.0	8.5
1	150.0	329.5	33.0	8.4
1	150.0	329.5	34.0	8.4
1	150.0	329.5	35.0	8.3
1	150.0	329.5	36.0	8.3
1	150.0	329.5	37.0	8.3
1	150.0	329.5	38.0	8.3
1	150.0	329.5	39.0	8.3
1	150.0	329.5	40.0	8.3
1	150.0	329.5	41.0	8.3
1	150.0	329.5	42.0	8.3
1	150.0	329.5	43.0	8.2
1	150.0	329.5	44.0	8.3
1	150.0	329.5	45.0	8.3
1	150.0	329.5	46.0	8.3
1	150.0	329.5	47.0	8.3
1	150.0	329.5	48.0	8.3
1	150.0	343.5	0.0	13.1
1	150.0	343.5	1.0	13.1
1	150.0	343.5	2.0	13.1
1	150.0	343.5	3.0	13.1
1	150.0	343.5	4.0	13.1
1	150.0	343.5	5.0	13.1
1	150.0	343.5	6.0	13.1
1	150.0	343.5	7.0	13.1
1	150.0	343.5	8.0	13.1
1	150.0	343.5	9.0	13.1
1	150.0	343.5	10.0	13.1
1	150.0	343.5	11.0	13.1
1	150.0	343.5	12.0	13.0
1	150.0	343.5	13.0	12.9
1	150.0	343.5	14.0	12.9
1	150.0	343.5	15.0	12.9
1	150.0	343.5	16.0	12.7
1	150.0	343.5	17.0	12.7
1	150.0	343.5	18.0	12.7
1	150.0	343.5	19.0	11.7
1	150.0	343.5	20.0	10.5
1	150.0	343.5	21.0	10.2
1	150.0	343.5	22.0	9.7
1	150.0	343.5	23.0	9.6
1	150.0	343.5	24.0	9.3
1	150.0	343.5	25.0	9.1
1	150.0	343.5	26.0	9.0
1	150.0	343.5	27.0	8.9
1	150.0	343.5	28.0	8.8
1	150.0	343.5	29.0	8.7
1	150.0	343.5	30.0	8.6
1	150.0	343.5	31.0	8.4
1	150.0	343.5	32.0	8.4
1	150.0	343.5	33.0	8.4
1	150.0	343.5	34.0	8.4
1	150.0	343.5	35.0	8.4
1	150.0	343.5	36.0	8.4
1	150.0	343.5	37.0	8.3
1	150.0	343.5	38.0	8.4
1	150.0	343.5	39.0	8.3
1	150.0	343.5	40.0	8.3
1	150.0	343.5	41.0	8.3
1	150.0	343.5	42.0	8.3
1	150.0	343.5	43.0	8.3
1	150.0	343.5	44.0	8.3
1	150.0	343.5	45.0	8.3
1	150.0	343.5	46.0	8.3
1	150.0	343.5	47.0	8.3
1	150.0	357.5	0.0	10.7
1	150.0	357.5	1.0	10.8
1	150.0	357.5	2.0	10.8
1	150.0	357.5	3.0	10.8
1	150.0	357.5	4.0	10.8
1	150.0	357.5	5.0	10.7
1	150.0	357.5	6.0	10.7
1	150.0	357.5	7.0	10.7
1	150.0	357.5	8.0	10.7
1	150.0	357.5	9.0	10.7
1	150.0	357.5	10.0	10.7
1	150.0	357.5	11.0	10.7
1	150.0	357.5	12.0	10.7
1	150.0	357.5	13.0	10.7
1	150.0	357.5	14.0	10.7
1	150.0	357.5	15.0	10.7
1	150.0	357.5	16.0	10.7
1	150.0	357.5	17.0	10.7
1	150.0	357.5	18.0	10.7
1	150.0	357.5	19.0	10.7
1	150.0	357.5	20.0	10.7
1	150.0	357.5	21.0	10.6
1	150.0	357.5	22.0	9.7
1	150.0	357.5	23.0	9.4
1	150.0	357.5	24.0	9.2
1	150.0	357.5	25.0	9.1
1	150.0	357.5	26.0	9.0
1	150.0	357.5	27.0	8.9
1	150.0	357.5	28.0	8.8
1	150.0	357.5	29.0	8.7
1	150.0	357.5	30.0	8.7
1	150.0	357.5	31.0	8.6
1	150.0	357.5	32.0	8.5
1	150.0	357.5	33.0	8.5
1	150.0	357.5	34.0	8.5
1	150.0	357.5	35.0	8.4
1	150.0	357.5	36.0	8.4
1	150.0	357.5	37.0	8.4
1	150.0	357.5	38.0	8.4
1	150.0	357.5	39.0	8.4
1	150.0	357.5	40.0	8.4
1	150.0	357.5	41.0	8.3
1	150.0	357.5	42.0	8.3
1	150.0	357.5	43.0	8.3
1	150.0	357.5	44.0	8.3
1	150.0	357.5	45.0	8.3
1	150.0	357.5	46.0	8.3
1	150.0	357.5	47.0	8.3
1	150.0	357.5	48.0	8.3
1	150.0	357.5	49.0	8.3
