Degray Reservoir Calibration Data      
Param#                              2      
Br   RM   DateTime         Depth   Temp
                            (m)   Deg C
1   150   1980-09-16 12:00   24   9
1   150   1980-09-16 12:00   25   8.8
1   150   1980-09-16 12:00   26   8.7
1   150   1980-09-16 12:00   27   8.7
1   150   1980-09-16 12:00   28   8.6
1   150   1980-09-16 12:00   29   8.5
1   150   1980-09-16 12:00   30   8.5
1   150   1980-09-16 12:00   31   8.4
1   150   1980-09-16 12:00   32   8.4
1   150   1980-09-16 12:00   33   8.3
1   150   1980-09-16 12:00   34   8.3
1   150   1980-09-16 12:00   35   8.3
1   150   1980-09-16 12:00   36   8.3
1   150   1980-09-16 12:00   37   8.3
1   150   1980-09-16 12:00   38   8.3
1   150   1980-09-16 12:00   39   8.3
1   150   1980-09-16 12:00   40   8.3
1   150   1980-09-16 12:00   41   8.3
1   150   1980-09-16 12:00   42   8.3
1   150   1980-09-16 12:00   43   8.2
1   150   1980-09-16 12:00   44   8.3
1   150   1980-09-16 12:00   45   8.2
1   150   1980-09-30 12:00   0   24.1
1   150   1980-09-30 12:00   1   23.9
1   150   1980-09-30 12:00   2   23.8
1   150   1980-09-30 12:00   3   23.6
1   150   1980-09-30 12:00   4   23.5
1   150   1980-09-30 12:00   5   23.4
1   150   1980-09-30 12:00   6   23.4
1   150   1980-09-30 12:00   7   23.4
1   150   1980-09-30 12:00   8   23.4
1   150   1980-09-30 12:00   9   23.4
1   150   1980-09-30 12:00   10   23.4
1   150   1980-09-30 12:00   11   18.3
1   150   1980-09-30 12:00   12   16.6
1   150   1980-09-30 12:00   13   15
1   150   1980-09-30 12:00   14   14
1   150   1980-09-30 12:00   15   13.1
1   150   1980-09-30 12:00   16   12.9
1   150   1980-09-30 12:00   17   11.6
1   150   1980-09-30 12:00   18   11.1
1   150   1980-09-30 12:00   19   10.6
1   150   1980-09-30 12:00   20   10.2
1   150   1980-09-30 12:00   21   9.7
1   150   1980-09-30 12:00   22   9.4
1   150   1980-09-30 12:00   23   9.1
1   150   1980-09-30 12:00   24   9
1   150   1980-09-30 12:00   25   8.8
1   150   1980-09-30 12:00   26   8.7
1   150   1980-09-30 12:00   27   8.6
1   150   1980-09-30 12:00   28   8.5
1   150   1980-09-30 12:00   29   8.5
1   150   1980-09-30 12:00   30   8.4
1   150   1980-09-30 12:00   31   8.3
1   150   1980-09-30 12:00   32   8.3
1   150   1980-09-30 12:00   33   8.3
1   150   1980-09-30 12:00   34   8.3
1   150   1980-09-30 12:00   35   8.2
1   150   1980-09-30 12:00   36   8.2
1   150   1980-09-30 12:00   37   8.2
1   150   1980-09-30 12:00   38   8.2
1   150   1980-09-30 12:00   39   8.2
1   150   1980-09-30 12:00   40   8.2
1   150   1980-09-30 12:00   41   8.2
1   150   1980-09-30 12:00   42   8.2
1   150   1980-09-30 12:00   43   8.2
1   150   1980-09-30 12:00   44   8.2
1   150   1980-09-30 12:00   45   8.2
1   150   1980-10-14 12:00   0   22.3
1   150   1980-10-14 12:00   1   22.2
1   150   1980-10-14 12:00   2   22
1   150   1980-10-14 12:00   3   21.9
1   150   1980-10-14 12:00   4   21.9
1   150   1980-10-14 12:00   5   21.8
1   150   1980-10-14 12:00   6   21.8
1   150   1980-10-14 12:00   7   21.8
1   150   1980-10-14 12:00   8   21.7
1   150   1980-10-14 12:00   9   21.7
1   150   1980-10-14 12:00   10   21.7
1   150   1980-10-14 12:00   11   19.2
1   150   1980-10-14 12:00   12   16.6
1   150   1980-10-14 12:00   13   14.8
1   150   1980-10-14 12:00   14   13.8
1   150   1980-10-14 12:00   15   12.9
1   150   1980-10-14 12:00   16   12.2
1   150   1980-10-14 12:00   17   11.5
1   150   1980-10-14 12:00   18   11
1   150   1980-10-14 12:00   19   10.4
1   150   1980-10-14 12:00   20   10
1   150   1980-10-14 12:00   21   9.7
1   150   1980-10-14 12:00   22   9.4
1   150   1980-10-14 12:00   23   9.1
1   150   1980-10-14 12:00   24   9
1   150   1980-10-14 12:00   25   8.9
1   150   1980-10-14 12:00   26   8.7
1   150   1980-10-14 12:00   27   8.6
1   150   1980-10-14 12:00   28   8.6
1   150   1980-10-14 12:00   29   8.4
1   150   1980-10-14 12:00   30   8.4
1   150   1980-10-14 12:00   31   8.4
1   150   1980-10-14 12:00   32   8.3
1   150   1980-10-14 12:00   33   8.3
1   150   1980-10-14 12:00   34   8.3
1   150   1980-10-14 12:00   35   8.3
1   150   1980-10-14 12:00   36   8.2
1   150   1980-10-14 12:00   37   8.2
1   150   1980-10-14 12:00   38   8.2
1   150   1980-10-14 12:00   39   8.2
1   150   1980-10-14 12:00   40   8.2
1   150   1980-10-14 12:00   41   8.2
1   150   1980-10-14 12:00   42   8.2
1   150   1980-10-14 12:00   43   8.2
1   150   1980-10-14 12:00   44   8.2
1   150   1980-10-14 12:00   45   8.2
1   150   1980-10-14 12:00   46   8.2
1   150   1980-10-28 12:00   0   19.2
1   150   1980-10-28 12:00   1   19.2
1   150   1980-10-28 12:00   2   19.2
1   150   1980-10-28 12:00   3   19.2
1   150   1980-10-28 12:00   4   19.2
1   150   1980-10-28 12:00   5   19.2
1   150   1980-10-28 12:00   6   19.2
1   150   1980-10-28 12:00   7   19.2
1   150   1980-10-28 12:00   8   19.2
1   150   1980-10-28 12:00   9   19.2
1   150   1980-10-28 12:00   10   19.2
1   150   1980-10-28 12:00   11   19.2
1   150   1980-10-28 12:00   12   19.2
1   150   1980-10-28 12:00   13   19.2
1   150   1980-10-28 12:00   14   16.8
1   150   1980-10-28 12:00   15   14.6
1   150   1980-10-28 12:00   16   14.5
1   150   1980-10-28 12:00   17   12.6
1   150   1980-10-28 12:00   18   11.5
1   150   1980-10-28 12:00   19   11.2
1   150   1980-10-28 12:00   20   10.7
1   150   1980-10-28 12:00   21   9.9
1   150   1980-10-28 12:00   22   9.6
1   150   1980-10-28 12:00   23   9.5
1   150   1980-10-28 12:00   24   9.4
1   150   1980-10-28 12:00   25   9.1
1   150   1980-10-28 12:00   26   9
1   150   1980-10-28 12:00   27   8.7
1   150   1980-10-28 12:00   28   8.6
1   150   1980-10-28 12:00   29   8.5
1   150   1980-10-28 12:00   30   8.5
1   150   1980-10-28 12:00   31   8.5
1   150   1980-10-28 12:00   32   8.4
1   150   1980-10-28 12:00   33   8.4
1   150   1980-10-28 12:00   34   8.4
1   150   1980-10-28 12:00   35   8.3
1   150   1980-10-28 12:00   36   8.3
1   150   1980-10-28 12:00   37   8.3
1   150   1980-10-28 12:00   38   8.3
1   150   1980-10-28 12:00   39   8.3
1   150   1980-10-28 12:00   40   8.3
1   150   1980-10-28 12:00   41   8.3
1   150   1980-10-28 12:00   42   8.3
1   150   1980-10-28 12:00   43   8.3
1   150   1980-10-28 12:00   44   8.3
1   150   1980-11-11 12:00   0   18.6
1   150   1980-11-11 12:00   1   18.6
1   150   1980-11-11 12:00   2   18.5
1   150   1980-11-11 12:00   3   18.3
1   150   1980-11-11 12:00   4   18.3
1   150   1980-11-11 12:00   5   18.3
1   150   1980-11-11 12:00   6   18.2
1   150   1980-11-11 12:00   7   18.1
1   150   1980-11-11 12:00   8   18.1
1   150   1980-11-11 12:00   9   18
1   150   1980-11-11 12:00   10   18
1   150   1980-11-11 12:00   11   17.9
1   150   1980-11-11 12:00   12   17.8
1   150   1980-11-11 12:00   13   16.3
1   150   1980-11-11 12:00   14   14.4
1   150   1980-11-11 12:00   15   13.1
1   150   1980-11-11 12:00   16   12.3
1   150   1980-11-11 12:00   17   11.8
1   150   1980-11-11 12:00   18   11.1
1   150   1980-11-11 12:00   19   10.6
1   150   1980-11-11 12:00   20   10.3
1   150   1980-11-11 12:00   21   9.9
1   150   1980-11-11 12:00   22   9.5
1   150   1980-11-11 12:00   23   9.3
1   150   1980-11-11 12:00   24   9.1
1   150   1980-11-11 12:00   25   9
1   150   1980-11-11 12:00   26   9
1   150   1980-11-11 12:00   27   8.9
1   150   1980-11-11 12:00   28   8.7
1   150   1980-11-11 12:00   29   8.7
1   150   1980-11-11 12:00   30   8.6
1   150   1980-11-11 12:00   31   8.6
1   150   1980-11-11 12:00   32   8.5
1   150   1980-11-11 12:00   33   8.5
1   150   1980-11-11 12:00   34   8.5
1   150   1980-11-11 12:00   35   8.4
1   150   1980-11-11 12:00   36   8.4
1   150   1980-11-11 12:00   37   8.4
1   150   1980-11-11 12:00   38   8.4
1   150   1980-11-11 12:00   39   8.4
1   150   1980-11-11 12:00   40   8.4
1   150   1980-11-11 12:00   41   8.4
1   150   1980-11-11 12:00   42   8.4
1   150   1980-11-11 12:00   43   8.4
1   150   1980-11-11 12:00   44   8.3
1   150   1980-11-11 12:00   45   8.4
1   150   1980-11-11 12:00   46   8.4
1   150   1980-11-11 12:00   47   8.4
1   150   1980-11-25 12:00   0   14.4
1   150   1980-11-25 12:00   1   14.4
1   150   1980-11-25 12:00   2   14.4
1   150   1980-11-25 12:00   3   14.4
1   150   1980-11-25 12:00   4   14.4
1   150   1980-11-25 12:00   5   14.4
1   150   1980-11-25 12:00   6   14.4
1   150   1980-11-25 12:00   7   14.4
1   150   1980-11-25 12:00   8   14.4
1   150   1980-11-25 12:00   9   14.4
1   150   1980-11-25 12:00   10   14.4
1   150   1980-11-25 12:00   11   14.4
1   150   1980-11-25 12:00   12   14.4
1   150   1980-11-25 12:00   13   14.4
1   150   1980-11-25 12:00   14   14.4
1   150   1980-11-25 12:00   15   14.4
1   150   1980-11-25 12:00   16   14.4
1   150   1980-11-25 12:00   17   14.3
1   150   1980-11-25 12:00   18   12.2
1   150   1980-11-25 12:00   19   11
1   150   1980-11-25 12:00   20   10.7
1   150   1980-11-25 12:00   21   10.3
1   150   1980-11-25 12:00   22   10.1
1   150   1980-11-25 12:00   23   9.7
1   150   1980-11-25 12:00   24   9.5
1   150   1980-11-25 12:00   25   9.1
1   150   1980-11-25 12:00   26   9.1
1   150   1980-11-25 12:00   27   8.9
1   150   1980-11-25 12:00   28   8.8
1   150   1980-11-25 12:00   29   8.6
1   150   1980-11-25 12:00   30   8.6
1   150   1980-11-25 12:00   31   8.6
1   150   1980-11-25 12:00   32   8.5
1   150   1980-11-25 12:00   33   8.4
1   150   1980-11-25 12:00   34   8.4
1   150   1980-11-25 12:00   35   8.3
1   150   1980-11-25 12:00   36   8.3
1   150   1980-11-25 12:00   37   8.3
1   150   1980-11-25 12:00   38   8.3
1   150   1980-11-25 12:00   39   8.3
1   150   1980-11-25 12:00   40   8.3
1   150   1980-11-25 12:00   41   8.3
1   150   1980-11-25 12:00   42   8.3
1   150   1980-11-25 12:00   43   8.2
1   150   1980-11-25 12:00   44   8.3
1   150   1980-11-25 12:00   45   8.3
1   150   1980-11-25 12:00   46   8.3
1   150   1980-11-25 12:00   47   8.3
1   150   1980-11-25 12:00   48   8.3
1   150   1980-12-09 12:00   0   13.1
1   150   1980-12-09 12:00   1   13.1
1   150   1980-12-09 12:00   2   13.1
1   150   1980-12-09 12:00   3   13.1
1   150   1980-12-09 12:00   4   13.1
1   150   1980-12-09 12:00   5   13.1
1   150   1980-12-09 12:00   6   13.1
1   150   1980-12-09 12:00   7   13.1
1   150   1980-12-09 12:00   8   13.1
1   150   1980-12-09 12:00   9   13.1
1   150   1980-12-09 12:00   10   13.1
1   150   1980-12-09 12:00   11   13.1
1   150   1980-12-09 12:00   12   13
1   150   1980-12-09 12:00   13   12.9
1   150   1980-12-09 12:00   14   12.9
1   150   1980-12-09 12:00   15   12.9
1   150   1980-12-09 12:00   16   12.7
1   150   1980-12-09 12:00   17   12.7
1   150   1980-12-09 12:00   18   12.7
1   150   1980-12-09 12:00   19   11.7
1   150   1980-12-09 12:00   20   10.5
1   150   1980-12-09 12:00   21   10.2
1   150   1980-12-09 12:00   22   9.7
1   150   1980-12-09 12:00   23   9.6
1   150   1980-12-09 12:00   24   9.3
1   150   1980-12-09 12:00   25   9.1
1   150   1980-12-09 12:00   26   9
1   150   1980-12-09 12:00   27   8.9
1   150   1980-12-09 12:00   28   8.8
1   150   1980-12-09 12:00   29   8.7
1   150   1980-12-09 12:00   30   8.6
1   150   1980-12-09 12:00   31   8.4
1   150   1980-12-09 12:00   32   8.4
1   150   1980-12-09 12:00   33   8.4
1   150   1980-12-09 12:00   34   8.4
1   150   1980-12-09 12:00   35   8.4
1   150   1980-12-09 12:00   36   8.4
1   150   1980-12-09 12:00   37   8.3
1   150   1980-12-09 12:00   38   8.4
1   150   1980-12-09 12:00   39   8.3
1   150   1980-12-09 12:00   40   8.3
1   150   1980-12-09 12:00   41   8.3
1   150   1980-12-09 12:00   42   8.3
1   150   1980-12-09 12:00   43   8.3
1   150   1980-12-09 12:00   44   8.3
1   150   1980-12-09 12:00   45   8.3
1   150   1980-12-09 12:00   46   8.3
1   150   1980-12-09 12:00   47   8.3
1   150   1980-12-23 12:00   0   10.7
1   150   1980-12-23 12:00   1   10.8
1   150   1980-12-23 12:00   2   10.8
1   150   1980-12-23 12:00   3   10.8
1   150   1980-12-23 12:00   4   10.8
1   150   1980-12-23 12:00   5   10.7
1   150   1980-12-23 12:00   6   10.7
1   150   1980-12-23 12:00   7   10.7
1   150   1980-12-23 12:00   8   10.7
1   150   1980-12-23 12:00   9   10.7
1   150   1980-12-23 12:00   10   10.7
1   150   1980-12-23 12:00   11   10.7
1   150   1980-12-23 12:00   12   10.7
1   150   1980-12-23 12:00   13   10.7
1   150   1980-12-23 12:00   14   10.7
1   150   1980-12-23 12:00   15   10.7
1   150   1980-12-23 12:00   16   10.7
1   150   1980-12-23 12:00   17   10.7
1   150   1980-12-23 12:00   18   10.7
1   150   1980-12-23 12:00   19   10.7
1   150   1980-12-23 12:00   20   10.7
1   150   1980-12-23 12:00   21   10.6
1   150   1980-12-23 12:00   22   9.7
1   150   1980-12-23 12:00   23   9.4
1   150   1980-12-23 12:00   24   9.2
1   150   1980-12-23 12:00   25   9.1
1   150   1980-12-23 12:00   26   9
1   150   1980-12-23 12:00   27   8.9
1   150   1980-12-23 12:00   28   8.8
1   150   1980-12-23 12:00   29   8.7
1   150   1980-12-23 12:00   30   8.7
1   150   1980-12-23 12:00   31   8.6
1   150   1980-12-23 12:00   32   8.5
1   150   1980-12-23 12:00   33   8.5
1   150   1980-12-23 12:00   34   8.5
1   150   1980-12-23 12:00   35   8.4
1   150   1980-12-23 12:00   36   8.4
1   150   1980-12-23 12:00   37   8.4
1   150   1980-12-23 12:00   38   8.4
1   150   1980-12-23 12:00   39   8.4
1   150   1980-12-23 12:00   40   8.4
1   150   1980-12-23 12:00   41   8.3
1   150   1980-12-23 12:00   42   8.3
1   150   1980-12-23 12:00   43   8.3
1   150   1980-12-23 12:00   44   8.3
1   150   1980-12-23 12:00   45   8.3
1   150   1980-12-23 12:00   46   8.3
1   150   1980-12-23 12:00   47   8.3
1   150   1980-12-23 12:00   48   8.3
1   150   1980-12-23 12:00   49   8.3
